id_colonia,colonia,id_delegacion,codigo_postal,id_entidad
269,presidentes,10,01299,9
275,progreso,10,01080,9
242,olivar del conde 1a seccion,10,01400,9
243,olivar del conde 4a seccion,10,01408,9
246,paseo de las lomas,10,01330,9
265,prados de la montaña,10,01504,9
266,privada centenario,10,01568,9
267,presidentes 2a seccion,10,01299,9
268,pilares aguilas,10,01710,9
270,presidentes 2a seccion reacomodo,10,01299,9
271,proletaria km 8.5,10,01390,9
272,privada del rincon,10,01590,9
273,presidentes 1a seccion,10,01299,9
274,pino suarez reacomodo,10,01139,9
277,proletaria km 8.5,10,01320,9
278,preconcreto,10,01400,9
279,punta de ceguayo,10,01540,9
280,providencia,10,01540,9
281,proletaria km 9.0,10,01390,9
753,el molino,4,05240,9
1325,el eden,12,09520,9
1676,san bartolo ameyalco,8,10010,9
2031,las hadas,12,14390,9
288,pueblo nuevo,10,01240,9
292,puente colorado,10,01730,9
298,rincon de la bolsa,10,01849,9
285,puerta grande reacomodo,10,01630,9
286,relleno belen de las flores,10,01110,9
287,puertas del pedregal,10,01090,9
289,rancho anzaldo y contreras,10,01940,9
290,proletaria km 9.5,10,01390,9
291,reacomodo corpus christi,10,01539,9
293,puerta grande,10,01630,9
294,real del monte,10,01130,9
295,real del bosque,10,01220,9
296,rancho san francisco,10,01807,9
297,residencial de tarango,10,01588,9
1393,maestro,12,09170,9
331,tlacoyaque,10,01858,9
332,tizampampano,10,01780,9
335,tlacopac,10,01049,9
337,tlacuitlapa,10,01650,9
328,tepiaca,10,01567,9
329,tlapechico 2a seccion,10,01230,9
330,tlacuitlapa 1er reacomodo,10,01650,9
333,tetelpan,10,01700,9
334,torres de mixcoac,10,01490,9
336,tetlalpan,10,01507,9
338,torres de san pedro,10,01183,9
339,tizapan,10,01090,9
340,unidad lomas de plateros,10,01480,9
341,tlapechico 3a seccion,10,01230,9
342,unidad popular emiliano zapata,10,01450,9
343,tlacuitlapa 2o reacomodo,10,01650,9
344,tolteca,10,01150,9
233,molino de rosas,10,01470,9
238,olivar del conde,10,01400,9
240,olivar de los padres,10,01780,9
308,san gabriel,10,01310,9
309,san pedro de los pinos,10,01180,9
234,nelli campo bello,10,01184,9
235,olivar del conde 3a seccion,10,01409,9
236,olivar del conde 1a seccion,10,01400,9
237,olivar del conde 2a seccion reacomodo,10,01408,9
239,olivar del conde 2a seccion,10,01408,9
241,ocotillos,10,01700,9
310,santa fe,10,01210,9
311,santa fe imss,10,01170,9
312,santa fe,10,01210,9
313,santa lucia reacomodo,10,01509,9
391,euzkadi,2,02660,9
283,puente colorado,10,01730,9
284,real de tarango,10,01586,9
365,zenon delgado,10,01220,9
468,santa ines,2,02140,9
469,santa apolonia,2,02790,9
470,santa cruz de las salinas,2,02340,9
471,santa maria maninalco,2,02050,9
472,santa cruz acayucan,2,02770,9
473,santa barbara,2,02230,9
367,aguilera,2,02900,9
368,aldana,2,02910,9
369,angel zimbron,2,02099,9
370,arenal,2,02980,9
371,azcapotzalco,2,02070,9
373,benito juarez,2,02060,9
376,claveria,2,02080,9
379,cosmopolita,2,02920,9
380,cosmopolita,2,02670,9
381,del maestro,2,02040,9
383,del gas,2,02950,9
363,villa obregon,10,01000,9
364,vyco,10,01706,9
372,azcapotzalco centro,2,02000,9
374,campo encantado,2,02729,9
375,central rosario,2,02128,9
377,coltongo,2,02630,9
378,croc 6 olimpia,2,02109,9
382,delegacion politica azcapotzalco,2,02008,9
400,jardin azpeitia,2,02530,9
1581,sideral,12,09320,9
399,industrial vallejo,2,02300,9
402,la preciosa,2,02460,9
403,la raza,2,02990,9
405,las salinas,2,02360,9
409,liberacion,2,02930,9
410,libertad,2,02050,9
411,los reyes,2,02010,9
415,nextengo,2,02070,9
419,obrero popular,2,02840,9
421,nueva españa,2,02129,9
424,patrimonio familiar,2,02980,9
428,pasteros,2,02150,9
429,petrolera,2,02480,9
430,petrolera,2,02470,9
431,porvenir,2,02940,9
433,providencia,2,02440,9
434,potrero del llano,2,02680,9
435,prados del rosario,2,02410,9
437,reynosa tamaulipas,2,02200,9
439,san bernabe,2,02830,9
442,san antonio,2,02760,9
443,san antonio,2,02720,9
447,san alvaro,2,02090,9
448,san francisco tetecala,2,02730,9
449,san francisco xocotitla,2,02960,9
451,san marcos,2,02020,9
452,san juan tlihuaca,2,02400,9
453,san miguel amantla,2,02700,9
455,san marcos,2,02260,9
456,san mateo,2,02490,9
457,san pedro xalpa,2,02710,9
401,jardines de ceylan,2,02350,9
404,las armas,2,02718,9
406,lazaro cardenas,2,02479,9
408,lerdo de tejada,2,02739,9
412,loteria nacional,2,02080,9
413,manuel rivera anaya croc 1,2,02109,9
414,miguel hidalgo,2,02450,9
416,novedades impacto unidad ecologica,2,02110,9
417,monte alto,2,02640,9
418,nueva santa maria,2,02800,9
420,nueva el rosario,2,02128,9
422,pantaco,2,02520,9
423,pantaco,2,02510,9
425,pdte francisco i madero,2,02430,9
426,osd cpa mexico sat,2,02528,9
427,petrolera nueva,2,02720,9
436,prohogar,2,02600,9
438,rosendo salazar,2,02409,9
440,san andres de las salinas,2,02320,9
441,san bartolito,2,02480,9
444,san andres,2,02240,9
445,san andres,2,02240,9
446,san bartolo cacahualtongo,2,02720,9
450,san lucas,2,02070,9
454,san rafael,2,02010,9
946,aragon,5,07000,9
324,tepeaca,10,01550,9
321,sears roebuck,10,01120,9
322,sociedad cooperativa union poder popular,10,01600,9
323,tecolalco,10,01250,9
1584,sifon,12,09400,9
2192,xolalpa,12,14649,9
301,sacramento,10,01420,9
303,san clemente,10,01740,9
304,san angel inn,10,01060,9
305,san angel,10,01000,9
345,tlacoyaque,10,01859,9
346,torres de potrero,10,01848,9
348,torres de potrero,10,01840,9
325,tepeaca,10,01550,9
353,valentin gomez farias,10,01329,9
384,del gas,2,02970,9
300,san bartolo ameyalco,10,01800,9
302,san agustin,10,01700,9
306,san francisco,10,01809,9
307,san jose del olivar,10,01770,9
347,tlapechico 1a seccion,10,01230,9
349,tlayacapa,10,01389,9
350,valentin gomez farias reacomodo,10,01569,9
2277,atocle,13,16850,9
326,tecalcapa,10,01700,9
327,tepopotla,10,01538,9
351,universal,10,01537,9
352,union olivos,10,01539,9
354,victoria primera reacomodo,10,01160,9
355,victoria primera seccion bosques reacomodo,10,01160,9
356,villa madena,10,01707,9
357,victoria primera seccion bosques,10,01160,9
358,victoria primera,10,01160,9
359,villa solidaridad,10,01275,9
360,victoria segunda,10,01160,9
361,villa progresista,10,01548,9
362,villa verdum,10,01810,9
385,ejido el rosario,2,02120,9
386,el jaguey,2,02519,9
725,abdias garcia soto,4,05530,9
1906,selene,11,13420,9
2125,san fernando,12,14070,9
393,ferreria,2,02310,9
395,hogar y seguridad,2,02820,9
398,hogares ferrocarrileros,2,02540,9
459,san martin xochinahuac,2,02120,9
461,san pedro xalpa,2,02719,9
462,san pedro xalpa,2,02719,9
464,san salvador xochimanca,2,02870,9
465,san sebastian,2,02040,9
466,santa catarina,2,02250,9
474,santa lucia,2,02760,9
475,santo tomas,2,02020,9
476,santo domingo,2,02160,9
477,santiago ahuizotla,2,02750,9
478,sector naval,2,02080,9
479,sindicato mexicano de electricistas,2,02060,9
481,tlatilco,2,02850,9
482,tlatilco,2,02860,9
394,hacienda del rosario,2,02420,9
396,ignacio allende,2,02810,9
397,huautla de las salinas,2,02330,9
2428,tepepan,13,16029,9
458,san rafael nuevo,2,02010,9
460,san pablo,2,02110,9
463,san simon,2,02009,9
467,san pablo,2,02110,9
480,tepantongo,2,02127,9
483,un hogar para cada trabajador,2,02060,9
1409,la viga,12,09750,9
485,tezozomoc,2,02459,9
486,tierra nueva,2,02130,9
488,trabajadores del hierro,2,02650,9
490,victoria de las democracias,2,02810,9
494,acacias,14,03240,9
493,8 de agosto,14,03820,9
496,alamos,14,03400,9
497,albert,14,03560,9
498,americas unidas,14,03610,9
499,atenor salas,14,03010,9
484,trabajadores de pemex,2,02419,9
487,unidad cuitlahuac,2,02500,9
489,villa azcapotzalco fovissste,2,02169,9
491,xochinahuac infonavit,2,02125,9
492,zermeño,2,02810,9
500,bancomer sa,14,03339,9
501,camara nacional de la industria de transformacion,14,03849,9
502,camara nacional de la industria del hierro y acero,14,03199,9
503,carmen,14,03540,9
504,centro hospitalario 20 de noviembre,14,03229,9
738,cola de pato,4,05770,9
314,santa lucia,10,01500,9
316,santa maria nonoalco,10,01420,9
317,santa rosa xochiac,10,01830,9
387,el recreo,2,02070,9
508,del lago,14,03640,9
509,del valle centro,14,03100,9
510,del valle norte,14,03103,9
315,santa fe infonavit,10,01209,9
318,secretaria de desarrollo social,10,01116,9
319,segunda del moral,10,01700,9
320,secretaria de contraloria y desarrollo administrativo,10,01028,9
388,el rosario infonavit,2,02100,9
389,estacion de carga de los ffcc nales de mexico,2,02525,9
390,electricistas,2,02060,9
392,francisco villa,2,02420,9
505,conjunto imss narvarte,14,03023,9
506,ciudad de los deportes,14,03710,9
511,delegacion politica benito juarez,14,03319,9
2346,los geranios,13,16098,9
538,narvarte poniente,14,03020,9
539,mixcoac,14,03910,9
542,piedad narvarte,14,03000,9
543,postal,14,03410,9
545,portales oriente,14,03570,9
548,san jose insurgentes,14,03900,9
549,san juan,14,03730,9
552,santa cruz atoyac,14,03310,9
557,tlacoquemecatl del valle,14,03200,9
558,vertiz narvarte,14,03600,9
559,villa de cortes,14,03530,9
571,atlantida,3,04370,9
572,avante,3,04460,9
540,niños heroes,14,03440,9
541,partido accion nacional,14,03109,9
544,portales norte,14,03303,9
546,portales sur,14,03300,9
547,presidente miguel aleman,14,03220,9
550,san simon ticumac,14,03660,9
551,san pedro de los pinos,14,03800,9
553,segunda del periodista,14,03620,9
554,secretaria de comunicaciones y transportes,14,03028,9
555,the sidney ross co sa,14,03818,9
556,unidad de pagos de la sct,14,03027,9
560,world trade center ciudad de mexico,14,03819,9
561,xoco,14,03330,9
562,zacahuitzco,14,03550,9
563,20 de agosto,3,04259,9
564,acasulco,3,04350,9
565,adolfo ruiz cortines,3,04630,9
566,ajusco,3,04300,9
567,ajusco montserrat,3,04307,9
568,alianza popular revolucionaria fovissste,3,04800,9
569,almacenes generales de la sct,3,04921,9
570,altillo universidad,3,04350,9
886,juarez,15,06600,9
518,independencia,14,03630,9
519,insurgentes mixcoac,14,03920,9
520,insurgentes san borja,14,03100,9
521,iztaccihuatl,14,03520,9
522,josefa ortiz de dominguez,14,03430,9
524,letran valle,14,03650,9
527,merced gomez,14,03930,9
530,miravalle,14,03580,9
531,nonoalco,14,03700,9
533,narvarte oriente,14,03023,9
534,moderna,14,03510,9
535,napoles,14,03810,9
536,noche buena,14,03720,9
537,nativitas,14,03500,9
575,campestre churubusco,3,04200,9
576,campestre coyoacan,3,04938,9
577,carmen serdan,3,04910,9
581,copilco universidad,3,04360,9
515,esperanza,14,03020,9
516,emperadores,14,03320,9
517,general anaya,14,03340,9
523,la interamericana compañia de seguros sa,14,03219,9
525,mail boxes ramon a gonzalez gutierrez,14,03105,9
526,mail boxes rill y asociados sa de cv,14,03928,9
528,modulo social las flores,14,03313,9
529,miguel aleman,14,03420,9
573,camara nacional de la industria editorial,3,04129,9
574,cafetales,3,04918,9
578,cantil del pedregal,3,04730,9
579,ciudad jardin,3,04370,9
580,copilco,3,04350,9
582,country club,3,04220,9
583,consejo de ciencia y tecnologia,3,04515,9
584,copilco el bajo,3,04340,9
593,copilco el alto,3,04360,9
299,rinconada de tarango,10,01619,9
588,culhuacan ctm obrero seccion 5,3,04440,9
589,culhuacan ctm obrero seccion 9,3,04909,9
590,culhuacan piloto 5,3,04490,9
591,copilco universidad issste,3,04340,9
592,coyoacan centro,3,04000,9
594,cuchilla de la magdalena,3,04260,9
595,culhuacan ctm obrero seccion 6,3,04480,9
596,cuadrante de san francisco,3,04320,9
597,churubusco,3,04120,9
887,maza,15,06270,9
603,educacion,3,04400,9
604,el centinela,3,04450,9
605,el caracol,3,04739,9
608,el rosedal,3,04330,9
609,el mirador,3,04950,9
610,el reloj,3,04640,9
611,el rosario,3,04380,9
618,espartaco,3,04870,9
585,culhuacan ctm obrero seccion 7,3,04489,9
586,culhuacan ctm obrero seccion 8,3,04909,9
587,culhuacan ctm obrero seccion 10,3,04939,9
600,dr pedro r bernabe,3,04320,9
601,delegacion politica coyoacan,3,04009,9
602,del carmen,3,04100,9
606,el hueso infonavit,3,04859,9
607,el parque,3,04899,9
612,empleados federales,3,04359,9
613,emiliano zapata,3,04919,9
614,emiliano zapata,3,04815,9
615,ermita churubusco,3,04239,9
616,exejido santa ursula coapa,3,04650,9
617,exejido san pablo tepetlapa,3,04900,9
619,fortin de chimalistac,3,04319,9
620,exhacienda coapa,3,04980,9
2433,tepepan,13,16020,9
621,hacienda de coyoacan,3,04970,9
622,hermosillo,3,04240,9
626,insurgentes cuicuilco,3,04539,9
629,insurgentes cuicuilco,3,04530,9
630,jardines de coyoacan,3,04890,9
632,joyas del pedregal,3,04660,9
623,huayamilpas,3,04390,9
624,integracion latinoamericana,3,04350,9
625,issste,3,04317,9
627,ing manuel rivera,3,04484,9
628,insurgentes san angel,3,04340,9
631,joyiplast sa,3,04109,9
633,jardines del pedregal de san angel,3,04500,9
794,lomas del chamizal,4,05129,9
1960,chimilli,12,14749,9
512,del valle sur,14,03104,9
514,ermita,14,03590,9
672,prado churubusco,3,04230,9
674,petrolera taxqueña,3,04410,9
675,presidentes ejidales,3,04470,9
678,residencial copilco,3,04350,9
682,romero de terreros,3,04310,9
513,extremadura insurgentes,14,03740,9
671,pedregal del sur,3,04719,9
673,pedregal santa ursula,3,04600,9
676,prados de coyoacan,3,04810,9
677,quetzalcoatl,3,04270,9
679,residencial la cantera,3,04368,9
680,rinconada las playas infonavit,3,04729,9
681,residencial paseo de las villas,3,04269,9
683,rosedal,3,04330,9
684,rincon de guanajuato,3,04327,9
770,la palma,4,05248,9
999,estrella,5,07810,9
634,la candelaria,3,04380,9
635,la candelaria,3,04389,9
640,las campanas,3,04929,9
641,los cedros,3,04800,9
643,los cipreses,3,04830,9
646,los olivos,3,04890,9
650,los olivos,3,04890,9
654,modulo social iman,3,04738,9
656,monte de piedad,3,04310,9
665,parque san andres,3,04040,9
667,pedregal de monserrat,3,04309,9
668,paseos de taxqueña,3,04250,9
636,kodak mexicana sa,3,04851,9
637,la concepcion,3,04020,9
638,la otra banda,3,04519,9
639,la zorra,3,04660,9
642,los girasoles 2,3,04920,9
644,los ciruelos,3,04830,9
645,los robles,3,04870,9
647,los reyes,3,04330,9
648,los girasoles,3,04920,9
649,los girasoles 3,3,04920,9
651,los sauces,3,04940,9
652,los fresnos,3,04650,9
655,media luna,3,04737,9
657,montserrat,3,04337,9
658,nueva diaz ordaz,3,04390,9
659,niño jesus,3,04330,9
660,pedregal coyoacan,3,04330,9
661,oxtopulco,3,04318,9
662,olimpica,3,04710,9
663,pedregal del maurel,3,04720,9
664,pacifico,3,04330,9
666,pedregal de santo domingo,3,04369,9
669,pedregal de san francisco,3,04320,9
670,pedregal de carrasco,3,04700,9
2435,tlaxopan,13,16240,9
728,ahuatenco,4,05039,9
861,citibank sa,15,06695,9
685,romero de terreros,3,04320,9
686,san diego churubusco,3,04120,9
687,san francisco culhuacan,3,04420,9
688,san francisco culhuacan,3,04470,9
689,san francisco culhuacan,3,04260,9
690,san francisco culhuacan,3,04430,9
691,san mateo,3,04120,9
693,san pablo tepetlapa,3,04840,9
694,san pablo tepetlapa,3,04620,9
696,santa catarina,3,04010,9
692,san lucas,3,04030,9
695,santa cecilia,3,04930,9
697,santa ursula coapa,3,04850,9
698,sector marina,3,04849,9
699,santa martha del sur,3,04270,9
700,santa ursula coapa,3,04850,9
701,santa ursula coapa,3,04650,9
702,secretaria de marina armada de mexico,3,04843,9
703,seguros la provincial sa,3,04339,9
704,tepetlapa fovissste,3,04809,9
705,stunam,3,04908,9
706,taxqueña,3,04280,9
707,tetlameya,3,04730,9
708,urbana tlalpan fovissste,3,04410,9
709,tlalpan,3,04410,9
710,torres de coyoacan,3,04269,9
730,amado nervo,4,05269,9
739,cuajimalpa,4,05000,9
743,cruz blanca,4,05700,9
748,el ebano,4,05230,9
727,agua bendita,4,05780,9
729,altiburritos,4,05700,9
731,azoyapan,4,05629,9
732,bosque de la reforma prolongacion,4,05127,9
733,cacalote,4,05270,9
735,campestre palo alto,4,05119,9
736,cooperativa palo alto,4,05110,9
737,club de golf bosques,4,05214,9
740,cooperativa palo alto,4,05110,9
741,cruz manca,4,05349,9
742,cumbres reforma,4,05128,9
744,delegacion politica cuajimalpa de morelos,4,05009,9
745,desarrollo santa fe,4,05348,9
746,doña juana,4,05639,9
747,el contadero,4,05500,9
749,el ocote,4,05370,9
750,el molinito,4,05310,9
2360,oriente,13,16320,9
598,churubusco country club,3,04210,9
714,villa coyoacan,3,04000,9
717,villa quietud,3,04960,9
721,villa panamericana,3,04700,9
723,xotepingo,3,04610,9
724,vistas del maurel,3,04718,9
726,adolfo lopez mateos,4,05280,9
780,las lajas,4,05760,9
781,las maromas,4,05710,9
599,del carmen,3,04100,9
711,torres de maurel,3,04535,9
712,universidad nacional autonoma de mexico,3,04510,9
713,torres de chimalistac,3,04319,9
715,villa de san francisco,3,04326,9
716,villas del pedregal,3,04719,9
718,xotepingo 101,3,04370,9
719,villas copilco,3,04350,9
720,viveros de coyoacan,3,04110,9
722,zapata,3,04336,9
2426,tiziclipa,13,16520,9
782,las trincheras,4,05780,9
783,las tinajas,4,05370,9
751,el molino,4,05720,9
754,el puente,4,05080,9
772,la navidad,4,05210,9
775,la pila,4,05750,9
784,loma del ocote,4,05370,9
785,lomas de memetla,4,05330,9
789,lomas de vista hermosa,4,05100,9
791,lomas de san pedro,4,05379,9
804,palo alto,4,05110,9
752,el ocotal,4,05089,9
755,el yaqui,4,05320,9
756,el zarco,4,05790,9
757,el vacilon,4,05770,9
758,encinal,4,05509,9
760,fresnos,4,05268,9
761,granjas de palo alto,4,05118,9
762,hacienda buenavista,4,05610,9
763,jesus del monte,4,05260,9
764,jardines de la palma,4,05249,9
765,jose maria castorena,4,05060,9
766,la artillera,4,05609,9
767,la candelaria,4,05008,9
768,la cañada,4,05620,9
769,la colina,4,05180,9
771,la manzanita,4,05040,9
773,la rosita retama,4,05239,9
774,la reposadera,4,05720,9
776,la venta,4,05520,9
777,la retama,4,05230,9
778,la troje,4,05510,9
779,la rosita,4,05340,9
786,locaxco,4,05360,9
787,lomas de la papa,4,05088,9
788,lomas del chamizal 1a seccion,4,05129,9
790,lomas del chamizal 4a seccion,4,05129,9
792,lomas del chamizal 3a seccion,4,05129,9
793,lomas del chamizal 2a seccion,4,05129,9
795,lomas del padre,4,05020,9
796,manzanastitla,4,05270,9
797,mail boxes lilas sa de cv,4,05122,9
798,memetla,4,05330,9
799,mina vieja,4,05480,9
800,memetla,4,05330,9
801,nomanatl,4,05800,9
802,monte de las cruces,4,05719,9
803,nueva rosita,4,05238,9
805,parque nacional valle de las monjas,4,05630,9
806,prados de la montaña,4,05619,9
807,puente grande,4,05760,9
808,rancho alegre,4,05740,9
809,puerto las cruces,4,05790,9
810,rancho locaxco,4,05360,9
811,rancho memetla,4,05330,9
925,tabacalera,15,06030,9
1623,atlaxco,8,10378,9
814,san jose de los cedros,4,05200,9
815,san mateo tlaltenango,4,05600,9
812,rincon de las lomas,4,05130,9
813,san jose de los cedros 2a seccion granja,4,05200,9
816,san pablo chimalpa,4,05050,9
817,san lorenzo acopilco,4,05410,9
819,san pedro,4,05030,9
821,tianguillo,4,05400,9
824,tepetonco,4,05220,9
830,zentlapatl,4,05010,9
818,san marino,4,05509,9
820,tantoco,4,05730,9
822,tlachichilpa,4,05750,9
823,tepetlalpa,4,05086,9
825,tlaxala,4,05300,9
826,villas de cuajimalpa,4,05268,9
827,villas marbella,4,05126,9
828,xalpa,4,05730,9
829,vista hermosa,4,05109,9
833,asturias,15,06850,9
1651,la malinche,8,10010,9
834,asturias,15,06890,9
835,atlampa,15,06450,9
842,buenos aires,15,06780,9
855,centro urbano benito juarez,15,06740,9
836,banca serfin sa,15,06009,9
837,banco de mexico,15,06059,9
838,banco internacional sa de cv,15,06606,9
839,banco mexicano somex sa,15,06006,9
840,camara nacional de comercio de la ciudad de mexico,15,06609,9
841,camara nacional de aerotransportes,15,06589,9
843,camara nacional de transportes y comunicacion,15,06693,9
844,camara nacional de la industria cinematografica,15,06796,9
845,carnet promocion y operacion sa de cv,15,06704,9
846,buenavista,15,06350,9
847,camara nacional de la industria de la television por cable,15,06691,9
848,camara nacional de la industria de la radio y television,15,06588,9
849,centro de la ciudad de mexico area 5,15,06050,9
850,centro de la ciudad de mexico area 1,15,06000,9
851,centro de la ciudad de mexico area 3,15,06020,9
852,centro de la ciudad de mexico area 4,15,06040,9
853,centro de la ciudad de mexico area 6,15,06060,9
854,centro de la ciudad de mexico area 8,15,06080,9
1201,los reyes,6,08620,9
1564,san pedro,12,09000,9
1698,america,16,11820,9
2268,unidad kennedy,17,15950,9
867,cuauhtemoc,15,06500,9
873,esperanza,15,06840,9
875,guerrero,15,06300,9
878,hipodromo,15,06100,9
893,morelos,15,06200,9
901,paulino navarro,15,06870,9
903,peralvillo,15,06220,9
908,roma sur,15,06760,9
909,san rafael,15,06470,9
856,centro de la ciudad de mexico area 9,15,06090,9
857,centro medico siglo xxi,15,06725,9
858,centro de la ciudad de mexico area 2,15,06010,9
859,centro de la ciudad de mexico area 7,15,06070,9
860,compañia nacional de subsistencias populares conasupo,15,06049,9
862,consejo de recursos minerales,15,06723,9
863,comision federal de electricidad,15,06598,9
865,confederacion de camaras industriales de los eum,15,06597,9
866,confederacion de camaras nacionales de comercio,15,06079,9
868,delegacion politica cuauhtemoc,15,06357,9
869,departamento del distrito federal,15,06068,9
870,doctores,15,06720,9
871,direccion general de recaudacion de la shcp,15,06309,9
872,exhipodromo de peralvillo,15,06250,9
874,felipe pescador,15,06280,9
876,h camara de senadores,15,06018,9
877,hemphill schools,15,06479,9
879,hipodromo de la condesa,15,06170,9
880,hospital general de mexico,15,06726,9
882,instituto maurer,15,06057,9
883,nstituto mexicano de comercio exterior,15,06171,9
885,inverlat,15,06694,9
888,loteria nacional para la asistencia publica,15,06037,9
889,mail boxes mail boxes,15,06605,9
890,mail boxes alejandra massa trejo,15,06708,9
891,nacional financiera sa,15,06008,9
892,national schools,15,06692,9
894,obrera,15,06800,9
895,nonoalco tlatelolco,15,06900,9
896,partido democrata mexicano,15,06035,9
897,partido autentico de la revolucion mexicana,15,06595,9
898,partido socialista de los trabajadores,15,06199,9
899,partido de la revolucion democratica,15,06798,9
900,partido popular socialista,15,06797,9
902,partido revolucionario institucional,15,06359,9
904,presidencia de la republica,15,06067,9
905,plan tepito,15,06200,9
906,procuraduria general de la república,15,06058,9
907,roma norte,15,06700,9
914,secretaria de salud,15,06696,9
1036,la casilda,5,07150,9
910,san simon tolnahuac,15,06920,9
911,santa maria insurgentes,15,06430,9
912,santa maria la ribera,15,06400,9
1043,la cruz,5,07070,9
1526,rotaria,12,09226,9
2409,santa ines,13,16810,9
913,secretaria de transportes y vialidad,15,06707,9
915,secretaria de energia,15,06769,9
916,secretaria de comercio y fomento industrial,15,06179,9
1755,nextitla,16,11420,9
2102,residencial hacienda coapa,12,14330,9
917,secretaria de hacienda y credito publico,15,06066,9
918,secretaria de gobernacion,15,06699,9
919,servicio postal mexicano,15,06082,9
920,secretaria de medio ambiente recursos naturales y pesca,15,06709,9
921,secretaria de relaciones exteriores,15,06995,9
922,secretaria de educacion publica,15,06802,9
923,secretaria de agricultura ganaderia y desarrollo rural,15,06768,9
924,suprema corte de justicia,15,06065,9
926,televisa sa,15,06724,9
1762,centro,9,12400,9
2003,isidro fabela,12,14030,9
832,algarin,15,06880,9
930,transito,15,06820,9
933,valle gomez,15,06240,9
934,vista alegre,15,06860,9
935,15 de agosto,5,07058,9
936,25 de julio,5,07520,9
939,7 de noviembre,5,07040,9
944,ahuehuetes,5,07189,9
948,aragon inguaran,5,07820,9
831,adolfo lopez mateos,15,06900,9
927,telefonos de mexico sa de cv,15,06599,9
928,tesoreria del distrito federal,15,06727,9
929,torre latinoamericana,15,06007,9
931,unidad soldominio,15,06728,9
932,tribunal fiscal de la federacion,15,06697,9
937,3 estrellas,5,07820,9
938,6 de junio,5,07183,9
940,7 maravillas,5,07707,9
941,acueducto de guadalupe,5,07279,9
942,acueducto de guadalupe,5,07270,9
943,acueducto de ticoman 1044,5,07349,9
945,ampliacion cocoyotes,5,07180,9
947,aragon fovissste,5,07959,9
949,arboledas,5,07240,9
950,arboledas de cuautepec el alto,5,07140,9
1433,los cedros,12,09890,9
2144,seccion xvi,12,14080,9
2260,puebla,17,15020,9
955,belisario dominguez,5,07869,9
957,benito juarez,5,07250,9
958,bondojito,5,07850,9
959,campestre aragon,5,07530,9
966,cocoyotes,5,07180,9
967,compositores mexicanos,5,07130,9
951,arboledas de cuautepec el alto,5,07140,9
952,arroyo de guadalupe,5,07326,9
954,atzacoalco ctm,5,07090,9
960,casas aleman,5,07580,9
961,capultitlan,5,07370,9
962,castillo el grande,5,07220,9
963,cerro prieto,5,07960,9
964,cerro del chiquihuite,5,07258,9
965,castillo el chico,5,07220,9
2193,zacaton,12,14734,9
1002,faja de oro,5,07850,9
1004,gabriel hernandez,5,07080,9
1006,gabriel hernandez,5,07089,9
1010,granjas modernas,5,07460,9
1012,guadalupe victoria,5,07790,9
1003,fernando casas aleman,5,07960,9
1005,fovissste,5,07320,9
1007,frente cuchilla del tesoro,5,07909,9
1008,gertrudis sanchez 2a seccion,5,07839,9
1009,gertrudis sanchez 1a seccion,5,07830,9
1011,graciano sanchez,5,07164,9
1014,guadalupe,5,07660,9
1337,el triunfo,12,09438,9
2353,nativitas,13,16459,9
970,cuchilla del tesoro,5,07900,9
971,constitucion de la republica,5,07469,9
973,chalma de guadalupe,5,07210,9
974,defensores de la republica,5,07780,9
976,del obrero,5,07430,9
978,del bosque,5,07207,9
992,el tepetatal,5,07130,9
968,colector 13,5,07309,9
969,cuautepec de madero,5,07200,9
972,cuautepec el alto,5,07100,9
975,cuchilla la joya,5,07890,9
977,churubusco tepeyac,5,07730,9
979,del carmen cuautepec,5,07199,9
980,dm nacional,5,07450,9
981,delegacion politica gustavo a madero,5,07059,9
982,eduardo molina,5,07458,9
983,el arbolillo ctm,5,07269,9
984,el arbolillo ii croc,5,07249,9
985,el arbolillo,5,07240,9
986,el coyol 2,5,07457,9
987,el arbolillo iii croc,5,07249,9
988,el coyol,5,07420,9
989,el milagro,5,07548,9
990,el olivo,5,07920,9
991,el risco ctm,5,07090,9
1542,san lorenzo tezonco,12,09900,9
2264,sevilla,17,15840,9
993,emiliano zapata,5,07858,9
995,el tepetatal,5,07130,9
996,emiliano zapata,5,07889,9
1013,guadalupe insurgentes,5,07870,9
1017,guadalupe tepeyac,5,07840,9
1018,guadalupe proletaria,5,07680,9
1019,guadalupe proletaria,5,07670,9
1022,guadalupe victoria,5,07209,9
1024,heroes de chapultepec,5,07939,9
1031,jorge negrete,5,07280,9
1034,juan de dios batiz,5,07360,9
1038,la cuchilla,5,07958,9
1039,la escalera,5,07320,9
1040,la forestal,5,07140,9
1041,la forestal,5,07140,9
1042,juventino rosas,5,07150,9
1046,la joyita,5,07860,9
1048,la escalera,5,07320,9
1051,la pastora,5,07290,9
1052,la joyita,5,07860,9
1057,la pradera,5,07500,9
994,estanzuela,5,07060,9
997,exescuela de tiro,5,07960,9
998,escuadron 201 infonavit,5,07328,9
1000,exito enseñanza y triunfo,5,07530,9
1001,ferrocarrilera insurgentes,5,07455,9
1015,gral felipe berriozabal,5,07180,9
1016,guadalupe ticoman,5,07350,9
1020,heroe de nacozari,5,07780,9
1021,industrial vallejo,5,07729,9
1023,gustavo a madero,5,07050,9
1025,hayde solis c,5,07248,9
